1,1,0
1,2,3
1,3,4
1,4,3
1,5,5
1,6,6
1,7,7
1,8,1
1,9,1
1,10,3
1,11,4
1,12,4
1,13,2
1,14,3
1,15,4
1,16,5
1,17,6
1,18,2
1,19,2
1,20,2
1,21,3
1,22,3
1,23,3
1,24,3
1,25,4
1,26,5
1,27,5
1,28,5
1,29,5
1,30,7
1,31,3
1,32,3
1,33,2
1,34,2
1,35,4
1,36,5
1,37,4
1,38,4
1,39,4
1,40,4
1,41,4
1,42,6
1,43,3
1,44,2
1,45,2
1,46,1
1,47,2
1,48,3
1,49,5
1,50,5
1,51,4
1,52,3
1,53,5
1,54,5
1,55,4
1,56,6
1,57,2
1,58,1
1,59,2
1,60,3
1,61,2
1,62,3
1,63,3
1,64,4
1,65,4
1,66,4
1,67,3
1,68,4
1,69,4
1,70,5
1,71,4
1,72,5
1,73,3
1,74,2
1,75,2
1,76,3
1,77,2
1,78,2
1,79,2
1,80,4
1,81,5
1,82,4
1,83,5
1,84,4
1,85,5
1,86,4
1,87,5
1,88,4
1,89,3
1,90,5
1,91,5
1,92,3
1,93,3
1,94,3
1,95,3
1,96,3
1,97,3
1,98,3
1,99,4
1,100,4
1,101,5
1,102,4
1,103,5
1,104,5
1,105,4
1,106,5
1,107,5
1,108,5
1,109,4
1,110,4
1,111,3
1,112,4
1,113,5
1,114,6
1,115,5
1,116,5
1,117,5
1,118,6
1,119,6
1,120,6
1,121,5
1,122,4
1,123,4
1,124,3
1,125,5
1,126,5
1,127,5
1,128,4
1,129,6
1,130,4
1,131,5
1,132,5
1,133,5
1,134,6
1,135,5
1,136,6
1,137,5
1,138,4
1,139,5
1,140,4
1,141,6
1,142,5
1,143,5
1,144,5
1,145,6
1,146,5
1,147,6
1,148,5
1,149,5
1,150,5
1,151,6
1,152,5
1,153,4
1,154,5
1,155,6
1,156,5
1,157,6
1,158,6
1,159,6
1,160,5
1,161,5
1,162,7
1,163,4
1,164,6
1,165,5
1,166,5
1,167,5
1,168,6
1,169,6
1,170,6
1,171,6
1,172,5
1,173,6
1,174,6
1,175,7
1,176,5
1,177,5
1,178,6
1,179,6
1,180,5
1,181,6
1,182,7
1,183,6
1,184,5
1,185,5
1,186,6
1,187,5
1,188,5
1,189,6
1,190,6
1,191,5
1,192,6
1,193,6
1,194,7
1,195,7
1,196,6
1,197,6
1,198,6
1,199,5
2,1,3
2,2,0
2,3,3
2,4,4
2,5,7
2,6,8
2,7,9
2,8,4
2,9,2
2,10,1
2,11,2
2,12,4
2,13,4
2,14,5
2,15,6
2,16,7
2,17,8
2,18,5
2,19,3
2,20,1
2,21,2
2,22,3
2,23,4
2,24,5
2,25,6
2,26,7
2,27,7
2,28,7
2,29,7
2,30,9
2,31,5
2,32,3
2,33,2
2,34,2
2,35,4
2,36,5
2,37,5
2,38,6
2,39,6
2,40,6
2,41,6
2,42,8
2,43,6
2,44,4
2,45,4
2,46,3
2,47,3
2,48,3
2,49,6
2,50,6
2,51,6
2,52,5
2,53,7
2,54,7
2,55,6
2,56,8
2,57,5
2,58,4
2,59,5
2,60,5
2,61,4
2,62,4
2,63,3
2,64,4
2,65,4
2,66,5
2,67,5
2,68,6
2,69,6
2,70,7
2,71,6
2,72,7
2,73,5
2,74,4
2,75,5
2,76,5
2,77,5
2,78,4
2,79,4
2,80,4
2,81,5
2,82,5
2,83,6
2,84,6
2,85,7
2,86,6
2,87,7
2,88,6
2,89,5
2,90,7
2,91,7
2,92,5
2,93,5
2,94,5
2,95,6
2,96,6
2,97,5
2,98,5
2,99,5
2,100,4
2,101,5
2,102,6
2,103,7
2,104,7
2,105,6
2,106,7
2,107,7
2,108,7
2,109,6
2,110,6
2,111,5
2,112,5
2,113,5
2,114,6
2,115,7
2,116,7
2,117,7
2,118,8
2,119,8
2,120,8
2,121,8
2,122,7
2,123,7
2,124,6
2,125,6
2,126,7
2,127,7
2,128,6
2,129,8
2,130,7
2,131,7
2,132,7
2,133,7
2,134,8
2,135,7
2,136,8
2,137,8
2,138,7
2,139,7
2,140,6
2,141,8
2,142,7
2,143,7
2,144,7
2,145,8
2,146,7
